,id,id2,latitude,longitude
37,7337510,SAMEA104055725,None,None
39,7337511,SAMEA104055726,None,None
50,7337505,SAMEA104055720,None,None
53,7337499,SAMEA104055714,None,None
54,7337501,SAMEA104055716,None,None
55,7337504,SAMEA104055719,None,None
61,7337500,SAMEA104055715,None,None
63,7337496,SAMEA104055711,None,None
68,4417259,SAMEA3539303,63.88306,-149.22556
69,2393684,SAMN02393684,43.470409,-80.544938
73,2393686,SAMN02393686,43.470409,-80.544938
81,2671747,SAMN02671747,None,None
88,1911457,SAMN01911457,None,None
89,2354108,SAMN02354108,34.975667,-97.519
90,2354099,SAMN02354099,34.975667,-97.519
91,2354098,SAMN02354098,34.975667,-97.519
92,2354097,SAMN02354097,34.975667,-97.519
93,3314305,SAMEA3113584,-36.67146,142.28934
94,3314302,SAMEA3113581,-35.11641,141.97633
95,4417264,SAMEA3539308,63.88306,-149.22556
96,4417262,SAMEA3539306,63.88306,-149.22556
97,4417258,SAMEA3539302,63.88306,-149.22556
98,4551112,SAMEA2464839,-35.105875,None
99,4551109,SAMEA2464836,-35.105875,None
100,4551111,SAMEA2464838,-35.105875,None
104,2863106,SAMEA2468439,-35.10536135,139.27284065
105,2863103,SAMEA2468436,-35.10536088,139.27280775
107,2863105,SAMEA2468438,-35.10537036,139.27284046
109,2941884,SAMEA2553413,-35.10536088,139.27280775
113,4417265,SAMEA3539309,63.88306,-149.22556
114,8123222,SAMEA4475357,28,38
115,3314306,SAMEA3113585,-36.67146,142.28934
116,3314304,SAMEA3113583,-35.12282,141.99678
117,1911456,SAMN01911456,None,None
118,2401118,SAMN02401118,None,None
120,737777,SAMN00737777,None,None
121,1048094,SAMN01048094,None,None
122,6232875,SAMEA3881238,None,None
123,3365316,SAMEA3235155,50.88,-120.35
124,3365325,SAMEA3235164,50.88,-120.35
125,3365314,SAMEA3235153,50.88,-120.35
126,3365319,SAMEA3235158,50.88,-120.35
127,4551110,SAMEA2464837,-35.105875,None
128,4551107,SAMEA2464834,-35.105875,None
129,4417263,SAMEA3539307,63.88306,-149.22556
130,4417260,SAMEA3539304,63.88306,-149.22556
131,8177682,SAMN08177682,43.07,-89.40
132,8177684,SAMN08177684,43.07,-89.40
133,8177685,SAMN08177685,43.07,-89.40
134,8177686,SAMN08177686,43.07,-89.40
135,8177687,SAMN08177687,43.07,-89.40
136,8177688,SAMN08177688,43.07,-89.40
137,8177676,SAMN08177676,43.07,-89.40
138,8177678,SAMN08177678,43.07,-89.40
139,8177677,SAMN08177677,43.07,-89.40
140,8177679,SAMN08177679,43.07,-89.40
141,8177680,SAMN08177680,43.07,-89.40
142,8177689,SAMN08177689,43.07,-89.40
143,8177690,SAMN08177690,43.07,-89.40
144,8177681,SAMN08177681,43.07,-89.40
145,8177683,SAMN08177683,43.07,-89.40
150,3365320,SAMEA3235159,50.88,-120.35
151,3330174,SAMEA2468442,-35.10687009,139.27242482
152,4120388,SAMN04120388,31.48,121.74
153,2324088,SAMN02324088,43.6408333333,-80.4097222222
183,3273953,SAMN03273953,20.459293,85.93301
184,2354106,SAMN02354106,34.975667,-97.519
185,2354105,SAMN02354105,34.975667,-97.519
186,1048102,SAMN01048102,None,None
187,1048018,SAMN01048018,None,None
188,2863104,SAMEA2468437,-35.10541527,139.27282854
189,4092657,SAMN04092657,35.239,128.978
190,4092656,SAMN04092656,35.239,128.978
191,728626,SAMN00728626,None,None
192,2713776,SAMN02713776,42.4,-85.4
193,2713773,SAMN02713773,42.4,-85.4
194,2713762,SAMN02713762,45.4,-93.2
195,2713689,SAMN02713689,45.423832,-93.201862
196,1048096,SAMN01048096,None,None
231,5767752,SAMN05767752,-76.9522167,161.40438330000006
232,5767747,SAMN05767747,-76.11045,162.01398330000006
233,5767744,SAMN05767744,-77.0062833,162.39734999999996
234,5767753,SAMN05767753,-76.1607667,162.01583329999994
235,5767754,SAMN05767754,-77.0460333,161.35931670000002
236,5767755,SAMN05767755,-76.9671167,161.16216669999994
237,5767745,SAMN05767745,-76.7834167,161.45023330000004
238,5767749,SAMN05767749,-77.0230667,161.71323329999996
239,5767748,SAMN05767748,-76.72885,161.01165000000003
240,5767751,SAMN05767751,-76.6546167,161.09294999999997
241,5767750,SAMN05767750,-77.65005,163.11668329999998
242,5767740,SAMN05767740,-76.8690667,161.7524667
243,5767743,SAMN05767743,-77.01915,161.78218330000004
244,5767742,SAMN05767742,-76.8226333,162.1070333
268,6349970,SAMN06349970,-76.0965,162.01
269,6349978,SAMN06349978,-77.0157,161.405
270,6349968,SAMN06349968,-76.4936,162.064
271,6349966,SAMN06349966,-77.0038,162.238
272,6349984,SAMN06349984,-76.5713,161.243
273,6349973,SAMN06349973,-77.0115,161.469
274,6349976,SAMN06349976,-77.0138,161.428
275,6349986,SAMN06349986,-77.0276,161.216
276,6349965,SAMN06349965,-76.0663,162.008
277,6349975,SAMN06349975,-77.0109,161.445
278,6349983,SAMN06349983,-77.0148,161.456
279,6349964,SAMN06349964,-76.5214,161.451
280,6349967,SAMN06349967,-76.4701,161.27
281,6349980,SAMN06349980,-77.011,161.426
282,6349974,SAMN06349974,-77.0065,161.46
283,6349988,SAMN06349988,-76.4373,161.007
284,6349985,SAMN06349985,-76.5803,161.097
285,6349987,SAMN06349987,-76.3928,161.056
286,6185809,SAMN06185809,21.12,79.07
287,6185812,SAMN06185812,21.14,79.08
288,6185813,SAMN06185813,21.14,79.08
289,6185810,SAMN06185810,21.14,79.08
290,6185811,SAMN06185811,21.14,79.08
291,6185814,SAMN06185814,21.14,79.08
296,2440304,SAMN02440304,48.4244,-123.3881
299,2954285,SAMN02954285,36.3875,127.3392
300,3275224,SAMN03275224,43.7,-79.4
301,3273951,SAMN03273951,20.459293,85.93301
302,3273956,SAMN03273956,20.459293,85.93301
303,3273954,SAMN03273954,20.459293,85.93301
304,3273955,SAMN03273955,20.459293,85.93301
305,3273952,SAMN03273952,20.459293,85.93301
307,2954283,SAMN02954283,None,None
308,1940375,SAMN01940375,34.145397,77.567614
